1.000000000000000000e+00 0.000000000000000000e+00
9.999901304280685022e-01 2.268192939691715537e-05
9.999605221019081114e-01 9.072682214350535901e-05
9.999111761904044826e-01 2.041319919441342279e-04
9.998420946416499699e-01 3.628929617569554011e-04
9.997532801828658000e-01 5.670034639706500457e-04
9.996447363202946024e-01 8.164554406517865459e-04
9.995164673390624088e-01 1.111239043864120646e-03
9.993684783030087893e-01 1.348568615627376843e-03
9.992007750544875666e-01 1.372052627632486255e-03
9.990133642141357795e-01 1.398296355547834491e-03
9.988062531806125577e-01 1.427298763315959507e-03
9.985794501303069115e-01 1.459058705971433278e-03
9.983329640170148789e-01 1.493574929686158903e-03
9.980668045715862524e-01 1.530846071818692256e-03
9.977809823015399981e-01 1.570870660968171073e-03
9.974755084906501423e-01 1.613577829431972477e-03
9.971503951984994618e-01 1.658986085713937131e-03
9.968056552600041975e-01 1.707135576539953181e-03
9.964413022849067936e-01 1.758024401050578556e-03
9.960573506572389935e-01 1.811650550242127622e-03
9.956538155347532948e-01 1.868011907046052134e-03
9.952307128483255383e-01 1.927106246412541024e-03
9.947880593013254114e-01 1.988931235398200270e-03
9.943258723689569756e-01 2.053221670734239890e-03
9.938441702975688852e-01 2.120204331808983600e-03
9.933429721039339633e-01 2.189898009145208047e-03
9.928222975744990242e-01 2.262299951355850602e-03
9.922821672646027213e-01 2.337407300136234989e-03
9.917226024976648624e-01 2.415217090376814424e-03
9.911436253643444161e-01 2.495726250280300151e-03
9.905452587216669880e-01 2.578820589852565126e-03
9.899275261921234303e-01 2.664228115705158384e-03
9.892904521627360337e-01 2.752309791888063462e-03
9.886340617840967404e-01 2.843062141087565609e-03
9.879583809693737173e-01 2.936481580556288273e-03
9.872634363932886181e-01 3.032564422254691028e-03
9.865492554910633149e-01 3.131306872996758583e-03
9.858158664573369867e-01 3.232705034599603344e-03
9.850632982450528985e-01 3.336358558512358963e-03
9.842915805643155380e-01 3.442305621959546036e-03
9.835007438812175540e-01 3.550877482280889730e-03
9.826908194166369404e-01 3.662069853245270012e-03
9.818618391450049110e-01 3.775878345168293126e-03
9.810138357930429098e-01 3.892298465085569648e-03
9.801468428384715326e-01 4.011325616930072613e-03
9.792608945086879180e-01 4.132955101713714496e-03
9.783560257794152726e-01 4.256306633540429818e-03
9.774322723733215312e-01 4.382071694828071351e-03
9.764896707586094848e-01 4.510402858818457483e-03
9.755282581475768211e-01 4.641295059216982155e-03
9.745480724951472995e-01 4.774743128623692989e-03
9.735491524973721722e-01 4.910741798737294772e-03
9.725315375899024062e-01 5.049285700563149737e-03
9.714952679464321506e-01 5.190157938459838416e-03
9.704403844771127829e-01 5.332387342575406475e-03
9.693669288269370909e-01 5.477120824433356905e-03
9.682749433740961420e-01 5.624352670203613958e-03
9.671644712283060663e-01 5.774077067425026355e-03
9.660355562291054188e-01 5.926288105234739367e-03
9.648882429441256736e-01 6.080979774601646959e-03
9.637225766673306326e-01 6.238145968563452159e-03
9.625386034172289662e-01 6.396977739300757637e-03
9.613363699350574443e-01 6.557315403320274072e-03
9.601159236829351906e-01 6.720082040607061602e-03
9.588773128419905145e-01 6.885271225413019947e-03
9.576205863104587657e-01 7.052876436351912526e-03
9.563457937017514343e-01 7.222891056657021469e-03
9.550529853424978288e-01 7.395308374442244315e-03
9.537422122705584426e-01 7.570121582967132001e-03
9.524135262330097884e-01 7.745665472476598312e-03
9.510669796841013657e-01 7.923068315439180109e-03
9.497026257831855389e-01 8.102817215338536938e-03
9.483205183926179949e-01 8.284905075995885326e-03
9.469207120756318874e-01 8.469324708894304665e-03
9.455032620941838939e-01 8.656068833462426948e-03
9.440682244067721829e-01 8.845130077361998411e-03
9.426156556662276254e-01 9.036306648057476631e-03
9.411456132174766953e-01 9.227436827546092735e-03
9.396581550952780582e-01 9.420831336744941997e-03
9.381533400219317365e-01 9.616482540769868970e-03
9.366312274049600761e-01 9.814382715646371991e-03
9.350918773347628443e-01 1.001452404861442880e-02
9.335353505822450160e-01 1.021689863843690260e-02
9.319617085964175818e-01 1.042149849571148701e-02
9.303710135019718219e-01 1.062716537204334843e-02
9.287633280968261573e-01 1.083317930284438679e-02
9.271387158496475767e-01 1.104136229312190076e-02
9.254972408973458631e-01 1.125170612416792615e-02
9.238389680425416195e-01 1.146420249196813956e-02
9.221639627510075377e-01 1.167884300752981830e-02
9.204722911490845760e-01 1.189561919721293659e-02
9.187640200210709374e-01 1.211452250306468970e-02
9.170392168065855110e-01 1.233319459086691661e-02
9.152979495979063351e-01 1.255290484726195865e-02
9.135402871372808598e-01 1.277468382980705142e-02
9.117662988142136715e-01 1.299852278304763908e-02
9.099760546627261304e-01 1.322441287020516276e-02
9.081696253585920253e-01 1.345234517352575376e-02
9.063470822165469176e-01 1.368231069463236860e-02
9.045084971874737256e-01 1.391430034905209723e-02
9.026539428555608868e-01 1.414446212936787406e-02
9.007834924354383155e-01 1.437659671355326352e-02
8.988972197692854937e-01 1.461069493733241353e-02
8.969951993239176913e-01 1.484674755890826037e-02
8.950775061878450956e-01 1.508474525932751442e-02
8.931442160683094045e-01 1.532467864284843551e-02
8.911954052882939958e-01 1.556653823731191100e-02
8.892311507835116702e-01 1.580900768211444818e-02
8.872515300993668586e-01 1.605042235975195908e-02
8.852566213878945156e-01 1.629370141182165388e-02
8.832465034046749208e-01 1.653883523408312961e-02
8.812212555057239438e-01 1.678581414907284741e-02
8.791809576443609942e-01 1.703462840648610477e-02
8.771256903680518802e-01 1.728526818356208861e-02
8.750555348152297963e-01 1.753772358547152355e-02
8.729705727120911085e-01 1.778909607263795545e-02
8.708708863693696012e-01 1.804043219876250159e-02
8.687565586790868544e-01 1.829352091978772576e-02
8.666276731112800835e-01 1.854835224420424422e-02
8.644843137107057762e-01 1.880491611170777289e-02
8.623265650935233451e-01 1.906320239359608759e-02
8.601545124439533563e-01 1.932320089316906520e-02
8.579682415109155524e-01 1.958490134613109779e-02
8.557678386046426722e-01 1.984356607416418172e-02
8.535533905932737309e-01 2.010348671099793094e-02
8.513249848994246527e-01 2.036504562956163722e-02
8.490827094967363653e-01 2.062823250395706687e-02
8.468266529064024661e-01 2.089303694401707656e-02
8.445569041936742405e-01 2.115944849571577135e-02
8.422735529643443630e-01 2.142745664158127172e-02
8.399766893612095053e-01 2.169577506708565695e-02
8.376664040605121819e-01 2.196139630925121600e-02
8.353427882683599481e-01 2.222855020268624249e-02
8.330059337171258349e-01 2.249722620061242462e-02
8.306559326618259131e-01 2.276741369616144817e-02
8.282928778764782063e-01 2.303910202279361996e-02
8.259168626504393984e-01 2.331228045471897548e-02
8.235279807847222244e-01 2.358693820732081503e-02
8.211263265882922102e-01 2.385986355513937396e-02
8.187119948743448727e-01 2.413147875634699679e-02
8.162850809565622701e-01 2.440450947051277242e-02
8.138456806453502335e-01 2.467894491885160024e-02
8.113938902440562817e-01 2.495477426712187918e-02
8.089298065451671071e-01 2.523198662605327658e-02
8.064535268264882983e-01 2.551057105177646778e-02
8.039651488473027463e-01 2.579051654625537371e-02
8.014647708445123975e-01 2.606637973175261747e-02
7.989524915287594675e-01 2.634256608891258344e-02
7.964284100805296696e-01 2.662004990848251818e-02
7.938926261462364575e-01 2.689882023587636395e-02
7.913452398342879501e-01 2.717886606571888464e-02
7.887863517111337597e-01 2.746017634228026250e-02
7.862160627972953897e-01 2.774273995991245745e-02
7.836344745633782027e-01 2.802549603973844561e-02
7.810416889260652917e-01 2.830369307972620263e-02
7.784378082440939206e-01 2.858308058009684238e-02
7.758229353142152007e-01 2.886364751111018812e-02
7.731971733671345604e-01 2.914538279646426699e-02
7.705606260634378923e-01 2.942827531373240491e-02
7.679133974894982728e-01 2.971231389480238905e-02
7.652555921533670258e-01 2.999748732631740689e-02
7.625873149806479123e-01 3.028041472183051752e-02
7.599086713103546664e-01 3.056050296868130511e-02
7.572197668907532098e-01 3.084166411496884475e-02
7.545207078751856589e-01 3.112388706093253965e-02
7.518116008178804544e-01 3.140716066489369906e-02
7.490925526697453929e-01 3.169147374369549186e-02
7.463636707741457821e-01 3.197681507314439897e-02
7.436250628626661641e-01 3.226317338845330340e-02
7.408768370508576062e-01 3.254452475392545507e-02
7.381191018339695598e-01 3.282504274690706270e-02
7.353519660826662863e-01 3.310651696622647633e-02
7.325755390387291843e-01 3.338893629976349975e-02
7.297899303107439062e-01 3.367228959808640787e-02
7.269952498697733745e-01 3.395656567489216404e-02
7.241916080450161441e-01 3.424175330744801127e-02
7.213791155194507754e-01 3.452719998415609837e-02
7.185578833254664399e-01 3.480582780327311221e-02
7.157280228404795386e-01 3.508530776136327411e-02
7.128896457825363298e-01 3.536562882503638261e-02
7.100428642059031237e-01 3.564677992769682557e-02
7.071877904966420436e-01 3.592874996998048076e-02
7.043245373681745747e-01 3.621152782019286531e-02
7.014532178568313459e-01 3.649510231474868693e-02
6.985739453173902547e-01 3.677602760257013548e-02
6.956868334186011582e-01 3.705221496189049779e-02
6.927919961386983516e-01 3.732914134785211835e-02
6.898895477609006122e-01 3.760679582787548880e-02
6.869796028689001410e-01 3.788516744063717689e-02
6.840622763423389596e-01 3.816424519650249425e-02
6.811376833522728713e-01 3.844401807795955195e-02
6.782059393566253203e-01 3.872447504005402386e-02
6.752671600956294817e-01 3.899899526667353900e-02
6.723214615872584732e-01 3.927122102379750068e-02
6.693689601226455732e-01 3.954407547388116839e-02
6.664097722614933383e-01 3.981754784509802803e-02
6.634440148274711735e-01 4.009162734122717620e-02
6.604718049036046867e-01 4.036630314207936138e-02
6.574932598276523876e-01 4.064156440392429487e-02
6.545084971874737256e-01 4.091740025026902733e-02
6.515176348163870257e-01 4.118353827907458853e-02
6.485207907885174317e-01 4.145020857789048774e-02
6.455180834141358570e-01 4.171740061902994012e-02
6.425096312349880545e-01 4.198510385420865798e-02
6.394955530196146931e-01 4.225330771496130233e-02
6.364759677586625530e-01 4.252200161305870474e-02
6.334509946601877273e-01 4.279117494092581769e-02
6.304207531449484980e-01 4.305742512286268864e-02
6.273853628416911077e-01 4.331648953207786062e-02
6.243449435824273142e-01 4.357598315249376630e-02
6.212996153977037306e-01 4.383589573974657622e-02
6.182494985118623942e-01 4.409621703293240685e-02
6.151947133382953403e-01 4.435693675501234390e-02
6.121353804746906269e-01 4.461804461321818016e-02
6.090716206982712544e-01 4.487953029945877109e-02
6.060035549610272021e-01 4.513408056273023744e-02
6.029313043849406917e-01 4.538441065162956978e-02
5.998549902572034576e-01 4.563507184283347590e-02
5.967747340254301314e-01 4.588605424066730110e-02
5.936906572928623005e-01 4.613734793677574247e-02
5.906028818135686809e-01 4.638894301051395969e-02
5.875115294876380734e-01 4.664082952933923387e-02
5.844167223563668800e-01 4.689299754920311231e-02
5.813185825974417353e-01 4.713362692672326548e-02
5.782172325201154761e-01 4.737352132236091751e-02
5.751127945603785596e-01 4.761365457064862389e-02
5.720053912761260406e-01 4.785401719153690309e-02
5.688951453423189975e-01 4.809459969592104478e-02
5.657821795461412950e-01 4.833539258601571298e-02
5.626666167821521292e-01 4.857638635572993774e-02
5.595485800474349070e-01 4.881439419941831226e-02
5.564281924367407983e-01 4.904198584657827598e-02
5.533055771376299559e-01 4.926973997460259991e-02
5.501808574256074058e-01 4.949764759214830834e-02
5.470541566592571625e-01 4.972569970181287685e-02
5.439255982753715690e-01 4.995388730048951759e-02
5.407953057840787503e-01 5.018220137972255468e-02
5.376634027639664026e-01 5.041063292606307034e-02
5.345300128572029186e-01 5.063116993840315744e-02
5.313952597646566245e-01 5.084494177304598600e-02
5.282592672410122425e-01 5.105879812964379122e-02
5.251221590898847991e-01 5.127273056551379798e-02
5.219840591589324230e-01 5.148673063496976565e-02
5.188450913349672566e-01 5.170078988965536720e-02
5.157053795390640349e-01 5.191489987887776270e-02
5.125650477216687761e-01 5.212905214994116576e-02
5.094242198577041414e-01 5.232968468307733212e-02
5.062830199416762378e-01 5.252787674690736347e-02
5.031415719827794231e-01 5.272608446084863648e-02
5.000000000000000000e-01 5.292429999999999357e-02
4.968584280172205214e-01 5.312251553915135066e-02
4.937169800583236512e-01 5.332072325309263061e-02
4.905757801422958586e-01 5.351891531692265502e-02
4.874349522783312794e-01 5.371443121449466507e-02
4.842946204609358540e-01 5.389532671389285490e-02
4.811549086650326879e-01 5.407618649760746743e-02
4.780159408410675215e-01 5.425700342560393907e-02
4.748778409101151454e-01 5.443777035953955429e-02
4.717407327589877575e-01 5.461848016304527570e-02
4.686047402353433200e-01 5.479912570200750482e-02
4.654699871427970814e-01 5.497969984484966932e-02
4.623365972360335974e-01 5.515163841044977422e-02
4.592046942159212497e-01 5.531351462482435311e-02
4.560744017246284310e-01 5.547530759705933401e-02
4.529458433407428375e-01 5.563701093984517454e-02
4.498191425743924832e-01 5.579861826941081432e-02
4.466944228623700441e-01 5.596012320577557070e-02
4.435718075632591462e-01 5.612151937300111082e-02
4.404514199525650930e-01 5.628280039944311142e-02
4.373333832178478153e-01 5.642866059548248825e-02
4.342178204538587605e-01 5.656981747172063618e-02
4.311048546576810025e-01 5.671085668707639971e-02
4.279946087238739039e-01 5.685177267356304742e-02
4.248872054396214404e-01 5.699255986805873420e-02
4.217827674798845794e-01 5.713321271252606859e-02
4.186814174025582092e-01 5.727372565423161088e-02
4.155832776436330644e-01 5.741245374346878871e-02
4.124884705123619266e-01 5.753137234958571877e-02
4.093971181864312636e-01 5.765015820409064018e-02
4.063093427071376995e-01 5.776880661752142876e-02
4.032252659745698686e-01 5.788731290584187700e-02
4.001450097427964314e-01 5.800567239062663638e-02
3.970686956150592528e-01 5.812388039924591687e-02
3.939964450389726869e-01 5.824193226504993659e-02
3.909283793017287456e-01 5.835106968646309317e-02
3.878646195253093731e-01 5.844605804451912662e-02
3.848052866617046597e-01 5.854090915122055205e-02
3.817505014881376613e-01 5.863561926200807489e-02
3.787003846022962694e-01 5.873018463788870491e-02
3.756550564175725748e-01 5.882460154558332571e-02
3.726146371583088923e-01 5.891886625767407681e-02
3.695792468550515575e-01 5.901297505275154148e-02
3.665490053398122172e-01 5.909015947945774061e-02
3.635240322413373359e-01 5.915976516237736460e-02
3.605044469803853069e-01 5.922924686928199289e-02
3.574903687650119455e-01 5.929860185715279952e-02
3.544819165858640875e-01 5.936782738797362347e-02
3.514792092114825128e-01 5.943692072883903499e-02
3.484823651836129743e-01 5.950587915206224932e-02
3.454915028125262189e-01 5.957469993528279745e-02
3.425067401723476124e-01 5.961766323575399401e-02
3.395281950963952022e-01 5.966053701511689344e-02
3.365559851725287155e-01 5.970331960502123225e-02
3.335902277385066061e-01 5.974600931648362673e-02
