Date,SBUX,WMT,WST,TSLA,GME
2019-03-19,66.3085,93.7894,104.587,17.8313,2.74
2019-03-18,65.8079,93.6109,104.747,17.966,2.7675
2019-03-15,65.6488,92.4444,104.517,18.362,2.765
2019-03-14,65.7145,92.2589,104.817,19.3307,2.7375
2019-03-13,65.1206,92.5227,104.048,19.264,2.8
2019-03-12,65.0735,91.9057,102.271,18.8907,2.7735
2019-03-11,64.728,92.008,101.891,19.3947,2.72275
2019-03-08,64.4335,91.1767,100.443,18.9427,2.6525
2019-03-07,65.5938,91.0458,101.332,18.4393,2.8025
2019-03-06,66.2064,91.8036,101.472,18.416,2.79525
2019-03-05,66.4951,91.8759,103.309,18.436,2.80475
2019-03-04,65.908,91.4197,103.719,19.024,2.7975
2019-03-01,65.8176,91.4921,104.947,19.6527,2.841
2019-02-28,65.2689,92.4841,103.569,21.3253,2.829
2019-02-27,65.1649,91.6628,102.721,20.9827,2.82175
2019-02-26,66.0847,92.2023,102.611,19.8573,2.8145
2019-02-25,66.0043,92.6071,103.929,19.918,2.79275
2019-02-22,66.2348,93.0078,103.099,19.6473,2.74925
2019-02-21,65.6763,92.8599,102.661,19.4153,2.667
2019-02-20,65.3887,93.3163,101.721,20.1707,2.708
2019-02-19,65.2129,95.4737,101.372,20.376,2.708
2019-02-15,65.6852,93.4164,100.773,20.5253,2.76375
2019-02-14,65.8079,92.0476,99.7844,20.2513,2.7395
2019-02-13,65.5007,91.5021,104.647,20.5447,2.7735
2019-02-12,64.7937,90.5954,103.779,20.7873,2.79275
2019-02-11,65.0185,89.8773,102.411,20.856,2.73225
2019-02-08,64.7937,89.3,101.542,20.3867,2.7445
2019-02-07,64.2282,90.3722,101.651,20.5007,2.7735
2019-02-06,63.9583,89.3555,102.731,21.148,2.783
2019-02-05,64.079,89.3178,102.691,21.4233,2.85075
2019-02-04,62.4523,88.5431,103.589,20.8593,2.74925
2019-02-01,62.9422,87.693,102.071,20.814,2.71775
2019-01-31,62.9707,89.5321,107.074,20.468,2.742
2019-01-30,62.9804,88.5709,104.717,20.5847,2.708
2019-01-29,61.9555,90.3524,104.218,19.8307,2.7275
2019-01-28,61.825,90.6818,104.537,19.7587,3.74775
2019-01-25,61.9997,90.5677,105.536,19.8027,3.8445
2019-01-24,59.8282,91.8959,104.268,19.434,3.8205
2019-01-23,61.391,92.2221,103.519,19.1727,3.743
2019-01-22,60.4289,91.0824,103.269,19.928,3.69225
2019-01-18,59.7908,91.3056,103.919,20.1507,3.85175
2019-01-17,59.403,90.3822,102.939,23.154,3.81325
2019-01-16,58.9337,90.0172,103.179,23.07,3.79125
2019-01-15,59.2185,89.9249,102.501,22.962,3.755
2019-01-14,58.5616,88.7088,101.372,22.2933,3.78175
2019-01-11,58.8944,88.6066,102.521,23.1507,3.8325
2019-01-10,59.3206,88.7187,102.551,22.998,3.859
2019-01-09,59.0328,88.6532,102.481,22.5687,3.864
2019-01-08,58.7934,88.9419,100.423,22.3567,3.82275
2019-01-07,58.7492,88.3269,97.315,22.3307,3.743
2019-01-04,58.7492,87.2983,97.0095,21.1793,3.685
2019-01-03,56.8613,86.7566,93.3458,20.024,3.136
2019-01-02,59.4413,87.2051,95.2021,20.6747,3.16025
2018-12-31,59.514,87.0264,96.7997,22.1867,3.0515
2018-12-28,58.5803,86.0762,95.0243,22.258,2.96925
2018-12-27,58.4045,85.5713,95.1033,21.0753,2.945
2018-12-26,58.2946,84.4683,95.301,21.7393,2.99825
2018-12-24,55.966,80.1802,91.835,19.6927,2.82175
2018-12-21,56.7327,81.4052,93.916,21.318,2.892
2018-12-20,57.4336,81.5431,96.4253,21.0253,3.0055
2018-12-19,59.1989,84.5993,98.1028,22.198,3.04175
2018-12-18,59.995,85.0962,99.3651,22.4687,3.078
2018-12-17,59.5778,84.8036,100.743,23.228,3.05875
2018-12-14,60.3828,85.8124,103.299,24.3807,3.08525
2018-12-13,61.8348,86.8489,105.776,25.1193,3.0925
2018-12-12,61.1122,86.9928,106.404,24.44,3.199
2018-12-11,60.9188,87.6832,105.316,24.4507,3.13125
2018-12-10,60.5202,87.7654,106.275,24.3433,3.199
2018-12-07,60.5046,87.0642,104.677,23.8643,3.216
2018-12-06,61.5001,88.5431,107.154,24.204,3.1875
2018-12-04,61.5942,89.0282,107.882,23.98,3.1735
2018-12-03,62.3806,91.759,109.47,23.8993,3.2605
2018-11-30,61.66,90.7372,108.192,23.3653,3.21125
2018-11-29,61.8053,90.402,107.414,22.7447,3.43925
2018-11-28,61.7503,90.5597,106.724,23.1913,3.5285
2018-11-27,61.0661,88.311,103.699,22.928,3.46025
2018-11-26,60.7057,88.4162,104.847,23.0667,3.4275
2018-11-23,60.7157,88.3696,104.368,21.722,3.1735
2018-11-21,61.7032,87.5046,103.899,22.546,3.223
2018-11-20,62.0811,87.4947,103.839,23.166,2.88675
2018-11-19,62.7576,89.9299,104.048,23.5647,3.063
2018-11-16,62.9903,90.775,108.761,23.6207,3.00675
2018-11-15,62.4886,92.4939,107.254,23.2293,3.0865
2018-11-14,61.9555,94.3439,105.117,22.9333,3.04675
2018-11-13,61.9644,95.6463,105.566,22.582,3.26275
2018-11-12,62.4228,96.5331,105.556,22.0853,3.26275
2018-11-09,63.0571,98.0983,109.6,23.3673,3.4415
2018-11-08,63.168,97.4437,110.369,23.4267,3.49325
2018-11-07,62.6535,96.9169,109.77,23.2107,3.50275
2018-11-06,60.6763,96.0182,106.964,22.7373,3.5145
2018-11-05,59.2696,95.6185,106.305,22.76,3.524
2018-11-02,59.1242,94.1653,104.817,23.094,3.6695
2018-11-01,53.8926,93.4561,103.599,22.952,3.6085
2018-10-31,53.5617,93.1853,104.577,22.488,3.432
2018-10-30,53.8552,95.1583,103.359,21.9933,3.4485
2018-10-29,53.6539,92.734,100.054,22.3233,3.4155
2018-10-26,53.378,91.9345,99.8643,22.06,3.223
2018-10-25,54.1968,92.1587,103.019,20.9907,3.3945
2018-10-24,53.3683,90.654,110.489,19.2333,3.5425
2018-10-23,54.0584,90.8751,112.486,19.6093,3.58975
2018-10-22,54.14,90.2641,112.416,17.3967,3.5545
2018-10-19,53.921,90.2741,112.207,17.3333,3.46275
2018-10-18,53.9013,89.3624,114.912,17.594,3.5405
2018-10-17,54.3225,89.7246,117.279,18.1187,3.60125
2018-10-16,53.1385,89.0282,117.668,18.4393,3.59425
2018-10-15,52.1657,87.1803,113.954,17.306,3.498
2018-10-12,51.8878,88.0968,114.323,17.252,3.47925
2018-10-11,50.4279,87.2695,112.526,16.8153,3.44625
2018-10-10,51.4853,88.9786,113.544,17.1253,3.48625
2018-10-09,53.0462,90.2065,117.139,17.52,3.46975
2018-10-08,51.9732,87.9876,117.938,16.704,3.5215
2018-10-05,51.2526,86.7031,118.727,17.4633,3.451
2018-10-04,51.3743,87.5403,117.928,18.7887,3.48375
2018-10-03,50.9905,87.4114,122.252,19.6533,3.5075
2018-10-02,51.0965,88.4162,120.065,20.068,3.49575
2018-10-01,51.0868,87.7198,121.293,20.7133,3.592
2018-09-28,52.2461,87.2615,121.753,17.6513,3.58975
2018-09-27,52.7066,87.4659,121.013,20.5013,3.6555
2018-09-26,52.6437,87.8954,120.654,20.6387,3.665
2018-09-25,52.3001,88.3696,120.893,20.066,3.766
2018-09-24,52.1077,88.1999,121.073,19.9787,3.6485
2018-09-21,52.8067,89.1135,119.905,19.94,3.8835
2018-09-20,51.8702,88.9687,118.437,19.8887,3.8765
2018-09-19,50.9512,88.4975,118.647,19.9347,3.90225
2018-09-18,50.6214,88.674,118.068,18.9973,3.879
2018-09-17,50.1628,88.1067,117.339,19.656,3.90475
2018-09-14,50.3259,87.8954,118.917,19.68,3.8575
2018-09-13,50.4535,88.3894,117.209,19.2973,3.915
2018-09-12,50.5281,89.174,116.09,19.3693,3.828
2018-09-11,50.6646,89.7989,114.892,18.6293,3.71275
2018-09-10,50.5281,90.04,115.412,19.0333,3.67625
2018-09-07,50.4279,89.047,114.653,17.5493,3.706
2018-09-06,49.8271,89.6223,114.962,18.73,3.7085
2018-09-05,49.4433,89.781,114.762,18.716,3.736
2018-09-04,49.2066,88.6086,114.563,19.2633,3.22825
2018-08-31,49.1311,89.0758,115.432,20.1107,3.049
2018-08-30,48.8091,89.298,115.472,20.21,3.12025
2018-08-29,48.9485,88.8695,115.732,20.334,3.24425
2018-08-28,48.7649,89.2702,115.542,20.7907,3.2235
2018-08-27,48.6893,87.8478,115.762,21.2847,3.37975
2018-08-24,48.488,88.2277,115.202,21.5213,3.8025
2018-08-23,48.4026,88.439,114.483,21.34,3.85075
2018-08-22,48.5539,88.8983,114.343,21.4427,3.9015
2018-08-21,49.6357,89.2801,114.343,21.46,3.78875
2018-08-20,49.5631,89.2027,113.804,20.5627,3.64175
2018-08-17,49.2333,90.9237,114.403,20.3667,3.52225
2018-08-16,48.7551,91.6578,113.155,22.3633,3.497
2018-08-15,48.488,83.8335,113.305,22.5793,3.54275
2018-08-14,48.3398,84.4207,115.632,23.176,3.56125
2018-08-13,47.6211,83.2929,113.544,23.7607,3.49475
2018-08-10,47.3493,83.7968,113.235,23.6993,3.51975
2018-08-09,47.7262,82.7106,113.724,23.4967,3.49475
2018-08-08,47.3826,83.1917,113.984,24.6893,3.50375
2018-08-07,47.5338,82.9348,114.513,25.3047,3.474
2018-08-06,47.5338,82.8396,114.413,22.7993,3.4145
2018-08-03,47.6791,82.7761,113.165,23.2113,3.412
2018-08-02,47.1765,82.0004,112.326,23.3027,3.359
2018-08-01,47.4023,81.5183,109.58,20.056,3.3845
2018-07-31,47.8235,82.4348,108.142,19.876,3.311
2018-07-30,47.3767,82.1115,107.514,19.3447,3.3775
2018-07-27,47.6025,81.4192,108.132,19.812,3.40725
2018-07-26,46.9674,81.5094,109.321,20.4433,3.40275
2018-07-25,47.1205,81.2069,98.2906,20.5827,3.334
2018-07-24,46.711,81.2595,97.6205,19.8287,3.39575
2018-07-23,46.7297,80.9569,98.7,20.2133,3.42125
2018-07-20,46.4735,81.3536,98.2317,20.9053,3.465
2018-07-19,46.8652,81.0392,98.0918,21.3487,3.428
2018-07-18,46.6925,81.3636,96.656,21.59,3.34975
2018-07-17,46.8083,81.4727,97.5007,21.5127,3.34975
2018-07-16,46.5019,80.9668,96.9505,20.6733,3.497
2018-07-13,47.1205,81.0214,98.5113,21.258,3.51075
2018-07-12,45.8697,79.9303,99.0624,21.114,3.46675
2018-07-11,45.7686,79.9391,98.4823,21.264,3.3775
2018-07-10,46.0249,80.5681,99.2801,21.498,3.4145
2018-07-09,45.5507,79.3837,99.5049,21.234,3.5545
2018-07-06,44.7123,78.0754,99.0455,20.5933,3.481
2018-07-05,44.3716,78.1289,97.8932,20.6107,3.3615
2018-07-03,44.5208,78.0069,97.4119,20.724,3.22825
2018-07-02,44.782,77.6022,97.1872,22.338,3.2535
2018-06-29,44.5905,79.1278,97.7783,22.8633,3.3475
2018-06-28,44.3107,79.3222,97.1772,23.3287,3.41875
2018-06-27,45.4947,80.2725,96.5571,22.9667,3.35475
2018-06-26,45.9876,79.4323,97.8073,22.8,3.4395
2018-06-25,46.2428,79.8847,97.1372,22.2007,3.47175
2018-06-22,46.774,78.36,99.4649,22.242,3.566
2018-06-21,46.2064,77.7966,99.3949,23.1673,3.56825
2018-06-20,47.6692,77.2441,100.344,24.148,3.60925
2018-06-19,52.4258,77.2441,100.164,23.5033,3.61875
2018-06-18,52.2344,76.6797,99.9639,24.722,3.49225
2018-06-15,52.1313,77.3255,99.5049,23.878,3.2075
2018-06-14,52.0508,77.4078,98.5023,23.848,2.95225
2018-06-13,51.3106,77.6845,97.2272,22.9853,3.0625
2018-06-12,51.557,77.6944,96.8707,22.8513,3.22825
2018-06-11,51.557,77.8799,95.7873,22.14,3.28325
2018-06-08,51.6669,77.9365,95.276,21.1773,3.25125
2018-06-07,52.1607,78.48,93.8461,21.0727,3.24225
2018-06-06,52.1892,78.121,94.8616,21.3,3.2265
2018-06-05,50.8265,78.1745,93.5844,19.4087,3.26675
2018-06-04,52.094,78.9145,93.8561,19.7827,3.18625
2018-06-01,51.9516,76.6698,91.5824,19.4547,3.06975
2018-05-31,51.7318,76.2531,91.5824,18.982,2.9535
2018-05-30,52.4709,77.7143,92.6838,19.448,3.00275
2018-05-29,52.2432,76.1242,90.8035,18.9173,2.92
2018-05-25,52.8724,76.1818,90.1365,18.59,2.835
2018-05-24,52.6536,76.5409,89.8289,18.5233,2.8505
2018-05-23,52.4778,76.6886,89.4954,18.6047,2.84625
2018-05-22,51.9948,77.0219,88.7375,18.334,2.835
2018-05-21,52.3424,78.0754,88.7675,18.966,2.8595
2018-05-18,52.1804,77.2699,87.8609,18.4547,2.788
2018-05-17,52.2167,78.0565,87.0739,18.9693,3.0475
2018-05-16,52.1705,79.5701,87.4944,19.0987,3.032
2018-05-15,51.7042,78.0842,87.8409,18.9453,3.023
2018-05-14,52.151,77.9633,88.6975,19.4647,2.96675
2018-05-11,52.2746,77.0318,88.7075,20.0707,2.844
2018-05-10,52.6251,76.394,87.8109,20.3347,2.91525
2018-05-09,52.0665,76.2531,86.5587,20.4567,2.893
2018-05-08,52.3708,78.7152,86.2841,20.1313,2.862
2018-05-07,52.1715,78.4682,86.2741,20.1847,2.88425
2018-05-04,52.3796,80.3588,86.6586,19.606,2.9085
2018-05-03,50.9729,79.1635,84.7992,18.9633,2.8705
2018-05-02,51.4902,79.2667,84.3139,20.0767,3.0095
2018-05-01,52.786,80.2467,86.4219,19.9947,3.099
2018-04-30,52.2756,81.2128,86.8663,19.5933,3.05425
2018-04-27,52.9971,80.1366,87.5842,19.605,3.1015
2018-04-26,53.9239,80.7328,88.7775,19.032,3.05875
2018-04-25,52.4081,80.0284,86.6785,18.7127,3.0115
2018-04-24,52.4945,79.4392,90.5949,18.8973,3.00025
2018-04-23,52.8137,79.0434,90.5849,18.8913,2.9535
2018-04-20,52.6693,79.8529,89.6343,19.3493,2.88175
2018-04-19,53.7776,80.6881,90.3631,20.0053,3.025
2018-04-18,54.03,80.3924,90.5549,19.5567,3.0565
2018-04-17,54.3295,80.698,89.771,19.1793,3.119
2018-04-16,53.967,79.725,88.0006,19.414,3.09025
2018-04-13,53.7953,78.9721,87.3686,20.0227,3.04525
2018-04-12,53.967,78.4314,86.6606,19.6053,3.05
2018-04-11,53.9593,78.8689,85.8627,20.062,3.09675
2018-04-10,53.9494,79.3648,85.697,20.3133,3.06075
2018-04-09,53.3045,79.2101,83.2216,19.3107,3.01625
2018-04-06,52.9785,79.5861,81.9235,19.9533,3.005
2018-04-05,53.7041,80.6137,83.593,20.3813,3.03375
2018-04-04,53.4233,80.074,84.4588,19.1293,2.98475
2018-04-03,52.6693,79.6892,82.6594,17.8353,2.911
2018-04-02,51.07,78.5395,83.6709,16.832,2.8685
2018-03-29,52.5702,81.68,86.8083,17.742,2.82375
2018-03-28,52.5799,80.5779,85.0499,17.1853,3.166
2018-03-27,52.1814,78.9998,84.8242,18.612,3.10575
2018-03-26,52.4847,80.331,85.9306,20.2787,3.14175
2018-03-23,51.1338,78.4216,84.6844,20.1027,3.0205
2018-03-22,52.4612,79.9997,87.3885,20.6067,3.09425
2018-03-21,53.0972,80.9549,88.4879,21.102,3.13675
2018-03-20,53.2701,80.7416,89.3866,20.7033,3.23775
2018-03-19,52.9421,80.2853,88.5278,20.904,3.31375
2018-03-16,53.5774,81.8635,89.4545,21.4233,3.45025
2018-03-15,53.914,80.3399,89.778,21.7067,3.42575
2018-03-14,53.4233,80.4847,90.6208,21.7753,3.45925
2018-03-13,53.6215,81.064,90.5229,22.7893,3.49275
2018-03-12,53.9406,80.8557,90.463,23.034,3.47925
2018-03-09,53.0875,81.4508,90.4929,21.8113,3.5465
2018-03-08,52.1902,80.7168,88.1554,21.94,3.49925
2018-03-07,51.7877,80.074,87.4374,22.1533,3.56675
2018-03-06,51.7877,81.2763,88.1744,21.88,3.59325
2018-03-05,51.7533,82.1174,85.7359,22.2233,3.59125
2018-03-02,51.6993,81.0134,84.301,22.3413,3.56425
2018-03-01,51.0091,81.2951,84.1233,22.062,3.48825
2018-02-28,51.8525,82.1452,85.7559,22.8707,3.427
2018-02-27,51.3714,83.523,85.8038,23.3993,3.40075
2018-02-26,51.9162,84.9801,84.7942,23.8233,3.512
2018-02-23,50.9826,84.7698,85.1288,23.47,3.48825
2018-02-22,50.3072,84.6667,85.3045,23.088,3.41175
2018-02-21,50.9444,83.523,85.639,22.22,3.427
2018-02-20,50.8255,85.8857,88.1364,22.3173,3.4645
2018-02-16,51.2879,95.6185,85.9805,22.366,3.58225
2018-02-15,51.3803,94.2129,86.8583,22.271,3.5845
2018-02-14,50.8432,92.8193,93.4457,21.4873,3.54275
2018-02-13,50.5527,92.1527,91.4405,21.5773,3.403
