Date,SBUX,WMT,WST,TSLA,GME
2021-02-16,101.993,141.151,294.47,265.407,12.3775
2021-02-12,101.178,140.01,292.882,272.04,13.1
2021-02-11,101.707,139.574,289.967,270.553,12.775
2021-02-10,101.717,139.682,291.165,268.273,12.8
2021-02-09,102.061,141.319,288.769,283.153,12.5775
2021-02-08,102.101,140.556,293.332,287.807,15.0
2021-02-05,102.317,139.901,290.227,284.077,15.9425
2021-02-04,99.5877,138.125,289.128,283.33,13.375
2021-02-03,97.0655,136.836,290.955,284.897,23.1025
2021-02-02,97.679,136.42,293.472,290.93,22.5
2021-02-01,94.726,134.971,295.878,279.937,56.25
2021-01-29,93.0256,136.152,298.345,264.51,81.25
2021-01-28,94.3136,139.306,297.775,278.477,48.4
2021-01-27,94.0436,139.396,292.104,288.053,86.8775
2021-01-26,100.608,142.966,298.535,294.363,36.995
2021-01-25,99.4011,141.687,299.113,293.6,19.1975
2021-01-22,99.8432,141.815,298.943,282.213,16.2525
2021-01-21,100.5,140.387,298.535,281.663,10.7575
2021-01-20,101.335,141.002,303.886,283.483,9.78
2021-01-19,98.537,138.959,298.973,281.517,9.84
2021-01-15,98.3407,140.179,298.095,275.387,8.875
2021-01-14,97.84,142.44,297.406,281.667,9.9775
2021-01-13,98.861,142.906,296.687,284.803,7.85
2021-01-12,98.7923,144.375,297.177,283.147,4.9875
2021-01-11,100.52,142.748,301.081,270.397,4.985
2021-01-08,101.531,142.103,306.183,293.34,4.4225
2021-01-07,99.3033,142.123,302.728,272.013,4.52
2021-01-06,100.118,142.133,292.843,251.993,4.59
2021-01-05,99.3912,141.241,289.727,245.037,4.3425
2021-01-04,99.0571,142.004,284.315,243.257,4.3125
2020-12-31,102.808,139.702,282.069,235.223,4.71
2020-12-30,101.817,139.732,278.713,231.593,4.815
2020-12-29,101.492,139.852,277.116,221.997,4.845
2020-12-28,100.265,140.725,276.306,221.23,5.2475
2020-12-24,98.0265,139.068,281.719,220.59,5.0375
2020-12-23,98.0756,138.79,280.191,215.327,5.1425
2020-12-22,98.4193,139.752,281.669,213.447,4.865
2020-12-21,98.9098,141.459,274.869,216.62,3.8825
2020-12-18,99.234,141.439,276.436,231.667,3.9075
2020-12-17,99.1658,141.587,272.363,218.633,3.7075
2020-12-16,99.2241,140.933,266.442,207.59,3.4625
2020-12-15,100.108,141.071,266.002,211.083,3.4625
2020-12-14,99.2736,141.141,263.745,213.277,3.18
2020-12-11,98.9691,142.47,262.827,203.33,3.3275
2020-12-10,101.267,142.51,265.493,209.023,3.53
2020-12-09,96.4666,143.164,260.01,201.493,3.415
2020-12-08,97.249,144.315,266.102,216.627,4.235
2020-12-07,97.4444,143.026,266.88,213.92,4.0875
2020-12-04,98.2916,143.779,270.355,199.68,4.225
2020-12-03,96.1995,144.167,271.045,197.793,4.03
2020-12-02,95.0431,145.347,274.17,189.607,4.145
2020-12-01,94.9567,147.39,270.815,194.92,3.95
2020-11-30,94.187,147.539,273.94,189.2,4.14
2020-11-27,94.8035,146.378,276.736,195.253,4.02
2020-11-25,94.3598,146.606,268.019,191.333,3.6875
2020-11-24,94.4559,146.14,266.531,185.127,3.4175
2020-11-23,93.0913,145.724,274.5,173.95,3.475
2020-11-20,93.218,145.079,283.486,163.203,3.1775
2020-11-19,93.9376,146.894,279.981,166.423,3.115
2020-11-18,94.0829,143.958,280.051,162.213,2.8925
2020-11-17,94.7456,144.235,285.534,147.203,2.9075
2020-11-16,93.9562,147.192,290.716,136.03,3.015
2020-11-13,91.8249,145.367,289.677,136.167,2.7525
2020-11-12,89.8722,143.124,288.309,137.253,2.7825
2020-11-11,91.3242,142.896,283.826,139.043,2.9375
2020-11-10,90.2482,140.556,278.194,136.787,2.775
2020-11-09,91.6972,138.602,285.284,140.42,2.8725
2020-11-06,86.6973,140.744,294.32,143.317,2.965
2020-11-05,86.6679,138.532,293.552,146.03,2.8625
2020-11-04,85.8736,137.074,288.339,140.327,2.7275
2020-11-03,84.5356,137.867,275.648,141.3,2.8925
2020-11-02,82.2206,135.576,270.046,133.503,2.6875
2020-10-30,83.1669,133.979,270.715,129.347,2.6175
2020-10-29,84.4492,135.1,273.851,136.943,2.9325
2020-10-28,83.3683,135.219,278.843,135.34,2.955
2020-10-27,86.122,137.957,284.654,141.56,3.1725
2020-10-26,85.7499,137.263,278.723,140.093,3.3625
2020-10-23,86.8396,138.899,280.531,140.21,3.75
2020-10-22,85.4642,138.611,278.024,141.93,3.7275
2020-10-21,84.4206,139.424,283.017,140.88,3.525
2020-10-20,84.6503,138.949,285.564,140.647,3.465
2020-10-19,83.7795,138.037,284.644,143.61,3.4775
2020-10-16,84.6593,139.732,290.596,146.557,3.3275
2020-10-15,84.9557,139.554,289.907,149.627,3.4575
2020-10-14,85.4151,138.988,286.712,153.767,3.0625
2020-10-13,86.229,141.191,297.995,148.883,2.97
2020-10-12,86.822,139.276,300.162,147.433,2.95
2020-10-09,86.0837,137.867,296.797,144.667,3.005
2020-10-08,85.6252,136.498,289.797,141.973,3.3725
2020-10-07,84.5933,136.042,291.245,141.767,2.34
2020-10-06,83.216,135.784,288.879,137.993,2.2825
2020-10-05,84.612,136.915,286.202,141.893,2.365
2020-10-02,82.7959,135.666,272.473,138.363,2.3475
2020-10-01,82.9578,138.155,274.41,149.387,2.4425
2020-09-30,82.1734,135.09,273.521,143.003,2.55
2020-09-29,81.1014,132.412,272.273,139.69,2.5875
2020-09-28,82.3168,132.521,271.035,140.4,2.5225
2020-09-25,80.6232,132.541,268.178,135.78,2.505
2020-09-24,79.4187,131.985,262.337,129.263,2.285
2020-09-23,79.3706,131.311,266.97,126.787,2.51
2020-09-22,80.2895,133.553,275.658,141.41,2.64
2020-09-21,80.2325,132.352,275.458,149.797,2.1875
2020-09-18,81.2447,130.637,276.346,147.383,2.3675
2020-09-17,82.9677,131.975,273.581,141.143,2.3
2020-09-16,84.5256,131.579,279.881,147.253,2.17
2020-09-15,83.8856,132.63,282.977,149.92,1.7725
2020-09-14,82.8508,132.59,276.486,139.873,1.7275
2020-09-11,81.552,131.985,271.055,124.24,1.5225
2020-09-10,81.1799,132.095,274.0,123.78,1.5575
2020-09-09,82.1165,135.08,271.215,122.093,1.8375
2020-09-08,81.6855,133.692,261.319,110.07,1.925
2020-09-04,82.5082,137.917,262.357,139.44,1.9125
2020-09-03,82.7085,139.564,265.972,135.667,1.955
2020-09-02,84.4972,142.599,286.582,149.123,1.9275
2020-09-01,82.2981,142.52,280.351,158.35,1.9125
2020-08-31,80.7873,134.069,282.558,166.107,1.67
2020-08-28,81.2929,135.477,270.236,147.56,1.3475
2020-08-27,79.7731,131.916,272.543,149.25,1.3125
2020-08-26,78.8149,126.202,272.732,143.543,1.2775
2020-08-25,79.1124,126.134,273.221,134.89,1.245
2020-08-24,75.2492,126.808,268.338,134.28,1.2175
2020-08-21,73.7089,127.085,270.126,136.667,1.2575
2020-08-20,73.8533,126.074,274.09,133.457,1.1525
2020-08-19,74.2449,127.859,273.541,125.237,1.18
2020-08-18,75.5467,130.071,273.93,125.807,1.2025
2020-08-17,75.5074,130.934,273.611,122.377,1.1575
2020-08-14,74.9517,128.047,271.115,110.047,1.1875
2020-08-13,75.5742,127.303,273.781,108.067,1.16
2020-08-12,75.8315,126.828,271.085,103.65,1.13
2020-08-11,75.4299,125.211,263.235,91.6267,1.0875
2020-08-10,74.0908,126.818,265.053,94.57,1.0825
2020-08-07,72.4846,124.983,272.173,96.8467,1.04
2020-08-06,72.3609,124.377,272.513,99.3067,1.1075
2020-08-05,72.0831,124.823,273.271,99.0,1.1575
2020-08-04,71.4667,126.58,273.061,99.1333,1.1075
2020-08-03,71.8172,124.327,277.256,99.0,1.0375
2020-07-31,72.7968,124.427,267.54,95.3833,1.0025
2020-07-30,72.9,125.131,267.63,99.1667,1.025
2020-07-29,73.6442,125.677,268.288,99.94,1.015
2020-07-28,70.9993,126.698,262.997,98.4333,0.985
2020-07-27,72.7291,126.172,265.543,102.64,1.0025
2020-07-24,72.0831,126.202,261.199,94.4667,1.0075
2020-07-23,71.6845,126.58,260.6,100.87,1.0275
2020-07-22,73.4723,127.571,253.949,106.157,1.0275
2020-07-21,71.7592,127.244,251.443,104.557,1.0025
2020-07-20,71.3016,126.43,250.444,109.533,0.9625
2020-07-17,70.5428,126.678,245.561,100.057,0.99
2020-07-16,70.7627,127.115,239.021,100.043,1.0425
2020-07-15,71.9231,126.927,239.88,103.067,1.0475
2020-07-14,69.1831,126.936,231.992,101.12,1.02
2020-07-13,69.1055,124.546,227.767,99.8033,1.065
2020-07-10,70.6656,125.667,230.943,102.977,1.085
2020-07-09,69.9822,122.86,234.618,92.9533,1.0525
2020-07-08,70.5242,119.666,231.013,91.06,1.065
2020-07-07,70.6263,122.076,229.535,92.6567,1.0225
2020-07-06,71.7592,114.319,232.85,91.44,1.06
2020-07-02,70.1815,114.637,228.447,80.5767,1.0725
2020-07-01,70.4171,115.113,223.734,74.6433,1.11
2020-06-30,69.9999,115.202,225.901,71.9867,1.085
2020-06-29,69.8949,114.487,218.901,67.29,1.095
2020-06-26,68.0776,113.764,221.197,63.9833,1.0875
2020-06-25,70.2474,115.133,222.106,65.7333,1.115
2020-06-24,70.047,115.698,215.316,64.0567,1.1025
2020-06-23,71.8072,116.402,216.344,66.7867,1.2075
2020-06-22,71.7218,117.007,216.594,66.2867,1.2175
2020-06-19,71.7218,115.271,215.396,66.7267,1.22
2020-06-18,72.5877,113.456,211.471,66.93,1.2375
2020-06-17,73.3377,114.459,210.073,66.12,1.19
2020-06-16,74.0437,115.073,209.305,65.4767,1.16
2020-06-15,73.2063,113.546,208.196,66.06,1.1725
2020-06-12,72.6536,113.228,199.609,62.3533,1.18
2020-06-11,69.0289,115.49,202.624,64.8567,1.0925
2020-06-10,75.155,116.492,211.691,68.3367,1.2675
2020-06-09,78.3505,116.68,205.14,62.71,1.24
2020-06-08,79.4835,116.571,206.509,63.3267,1.2525
2020-06-05,78.1327,116.888,204.582,59.0433,1.035
2020-06-04,74.8978,117.434,204.242,57.6267,1.1175
2020-06-03,75.6979,118.713,208.196,58.8633,1.11
2020-06-02,73.9857,119.17,210.143,58.77,1.045
2020-06-01,74.4982,119.19,210.962,59.8733,1.0325
2020-05-29,74.186,119.289,214.846,55.6667,1.015
2020-05-28,74.7073,118.922,204.882,53.72,1.0825
2020-05-27,74.7663,117.791,200.158,54.6833,1.1725
2020-05-26,73.9661,119.09,204.802,54.59,1.105
2020-05-22,73.8336,119.556,210.263,54.46,1.045
2020-05-21,74.243,120.202,209.843,55.1733,1.11
2020-05-20,73.9661,120.648,208.915,54.37,1.1075
2020-05-19,72.1597,120.162,210.393,53.8667,1.11
2020-05-18,72.5122,122.77,217.183,54.2433,1.145
2020-05-15,70.5428,121.104,212.99,53.2767,1.055
2020-05-14,70.5712,118.674,209.175,53.5567,1.0325
2020-05-13,70.0283,118.942,202.724,52.73,1.0525
2020-05-12,70.7244,119.011,204.522,53.96,1.135
2020-05-11,72.1695,118.902,209.075,54.0867,1.19
2020-05-08,74.0711,118.227,198.9,54.6267,1.245
2020-05-07,72.2932,117.216,196.862,52.0033,1.2175
2020-05-06,69.0113,118.059,195.924,52.1733,1.2325
2020-05-05,68.9554,119.408,193.727,51.2133,1.3475
2020-05-04,67.9991,118.445,187.266,50.7467,1.37
2020-05-01,69.7947,117.701,190.582,46.7533,1.5125
2020-04-30,72.577,116.352,188.206,52.1267,1.4325
2020-04-29,72.6987,118.347,188.545,53.3667,1.51
2020-04-28,74.4314,122.552,191.949,51.2733,1.41
2020-04-27,73.5321,122.85,196.733,53.25,1.455
2020-04-24,71.4881,123.921,194.466,48.3433,1.1925
2020-04-23,71.0818,123.078,186.368,47.0433,1.175
2020-04-22,73.2583,125.974,169.174,48.8067,1.2225
2020-04-21,68.7845,123.703,164.281,45.78,1.195
2020-04-20,71.2438,124.308,169.264,49.7567,1.4025
2020-04-17,72.9265,126.49,168.874,50.26,1.22
2020-04-16,69.5316,126.688,166.487,49.68,1.2575
2020-04-15,68.6225,123.286,163.941,48.6567,1.3175
2020-04-14,69.6828,123.504,165.998,47.3267,1.4875
2020-04-13,67.8753,119.974,158.828,43.3967,1.185
2020-04-09,69.8821,116.6,161.874,38.2,0.9725
2020-04-08,67.6957,116.64,163.721,36.59,0.8525
2020-04-07,64.9901,116.789,157.121,36.3633,0.8175
2020-04-06,64.1203,120.707,160.246,34.4167,0.7725
2020-04-03,59.6377,114.389,150.36,32.0007,0.7
2020-04-02,61.4824,113.595,154.675,30.298,0.7125
2020-04-01,59.2312,109.27,148.823,32.104,0.8125
2020-03-31,62.1833,108.774,151.26,34.9333,0.875
2020-03-30,64.187,110.302,150.82,33.4767,0.9125
2020-03-27,62.7488,104.915,140.165,34.29,1.055
2020-03-26,66.1161,105.144,145.478,35.21,1.1025
2020-03-25,62.2481,104.737,134.424,35.95,1.0425
2020-03-24,61.3674,110.143,134.594,33.6667,1.04
2020-03-23,53.49,109.41,128.123,28.9527,0.9525
2020-03-20,54.891,109.112,129.811,28.502,0.94
2020-03-19,58.0865,114.359,138.379,28.5093,1.0475
2020-03-18,53.2809,116.839,142.552,24.0813,0.9425
2020-03-17,55.7883,113.674,142.152,28.68,1.0575
2020-03-16,55.4191,101.761,129.631,29.6713,1.0925
2020-03-13,66.1338,108.755,145.158,36.44,1.1475
2020-03-12,58.7403,99.1825,141.823,37.37,0.995
2020-03-11,64.6033,109.072,146.875,42.2833,1.035
2020-03-10,70.8157,114.171,142.602,43.0233,1.0575
2020-03-09,66.9958,111.661,138.897,40.5333,0.925
2020-03-06,71.2623,111.731,148.973,46.9,0.98
2020-03-05,72.0654,110.51,152.488,48.3033,0.99
2020-03-04,75.3572,111.293,157.86,49.9667,0.9425
2020-03-03,74.3451,107.633,152.987,49.7,0.9075
2020-03-02,77.9216,110.471,155.473,49.5733,0.9575
2020-02-28,74.185,102.634,149.572,44.5333,0.9
2020-02-27,74.0524,105.233,153.806,45.2667,0.8675
2020-02-26,76.3036,108.447,157.281,51.92,0.8475
2020-02-25,77.7409,109.032,161.514,53.3267,0.89
2020-02-24,79.9449,110.867,165.798,55.5867,0.925
2020-02-21,82.6299,113.05,169.054,60.0667,1.01
2020-02-20,83.8042,112.187,170.561,59.96,1.035
2020-02-19,85.262,112.177,173.637,61.16,1.0375
2020-02-18,84.4,114.012,172.099,57.2267,1.015
2020-02-14,84.4472,112.385,173.447,53.3367,1.005
2020-02-13,85.0598,111.939,173.257,53.6,1.0275
2020-02-12,83.7746,110.441,161.145,51.1533,1.0475
2020-02-11,82.7733,110.014,161.145,51.6267,1.005
2020-02-10,82.793,109.866,159.008,51.42,0.985
2020-02-07,81.7415,110.997,158.039,49.87,0.9525
2020-02-06,81.4862,110.857,159.328,49.93,1.035
2020-02-05,82.8204,111.333,158.519,48.98,1.045
2020-02-04,83.2092,109.886,157.89,59.1367,1.0175
2020-02-03,80.9777,108.913,157.271,52.0,0.9875
2020-01-31,79.8663,109.132,154.934,43.37,0.96
2020-01-30,80.8157,111.125,156.931,42.72,0.9825
2020-01-29,81.6462,110.481,157.091,38.7333,1.0325
2020-01-28,83.4153,111.145,156.311,37.7933,1.0525
2020-01-27,83.5381,110.451,154.485,37.2,1.07
2020-01-24,86.6452,109.012,154.744,37.6533,1.08
2020-01-23,88.2651,110.411,155.533,38.1467,1.155
2020-01-22,87.1135,110.669,156.203,37.97,1.14
2020-01-21,87.1135,110.193,156.591,36.48,1.1475
2020-01-17,88.1414,109.578,156.411,34.0333,1.1875
2020-01-16,87.1617,110.49,157.181,34.2333,1.155
2020-01-15,86.1838,109.896,156.013,34.5667,1.1525
2020-01-14,85.6665,110.729,155.313,35.86,1.1775
2020-01-13,85.7499,110.471,154.774,34.99,1.3575
2020-01-10,84.8841,110.927,151.489,31.8767,1.3575
2020-01-09,85.2336,111.859,150.32,32.0893,1.3875
2020-01-08,83.6795,110.709,148.663,32.8093,1.43
2020-01-07,82.7193,111.105,150.69,31.2707,1.38
2020-01-06,82.9725,112.147,151.08,30.1027,1.4625
2020-01-03,83.6324,112.385,151.0,29.534,1.47
2020-01-02,84.1231,113.367,150.6,28.684,1.5775
2019-12-31,82.7753,113.268,149.192,27.8887,1.52
2019-12-30,82.3237,113.794,149.672,27.6467,1.5325
2019-12-27,82.9725,113.972,149.672,28.692,1.475
2019-12-26,82.9196,113.903,149.632,28.7293,1.35
2019-12-24,83.3397,113.893,149.592,28.35,1.36
2019-12-23,83.0678,113.456,150.071,27.948,1.4025
2019-12-20,83.2838,114.667,149.702,27.0393,1.4975
2019-12-19,83.3397,114.459,148.323,26.936,1.515
2019-12-18,82.841,114.24,148.184,26.21,1.54
2019-12-17,82.9725,115.619,147.275,25.266,1.515
2019-12-16,83.5841,114.905,146.147,25.4333,1.375
2019-12-13,83.4811,114.667,145.268,23.8927,1.3625
2019-12-12,83.0491,114.141,145.308,23.9787,1.395
2019-12-11,81.5225,113.426,145.567,23.5133,1.3825
2019-12-10,81.0052,113.566,144.26,23.256,1.6275
2019-12-09,81.23,113.754,143.63,22.6353,1.5825
2019-12-06,81.2682,114.161,146.367,22.3927,1.67
2019-12-05,79.5081,113.119,146.267,22.0247,1.6
2019-12-04,80.4024,112.643,146.477,22.202,1.6075
2019-12-03,79.8575,112.623,146.257,22.4133,1.53
2019-12-02,79.6219,113.208,148.313,22.3247,1.5425
2019-11-29,80.4318,113.03,145.927,21.996,1.585
2019-11-27,80.7519,112.702,149.103,22.07,1.5875
2019-11-26,79.6121,113.119,147.035,21.928,1.525
2019-11-25,78.8493,112.862,145.078,22.4227,1.5075
2019-11-22,78.1611,113.258,145.298,22.2027,1.415
2019-11-21,77.4847,113.714,146.247,23.6553,1.375
2019-11-20,78.708,113.06,148.483,23.4813,1.365
2019-11-19,78.7648,113.744,148.603,23.968,1.375
2019-11-18,79.1026,114.091,148.014,23.3327,1.405
2019-11-15,79.2823,112.812,149.023,23.478,1.47
2019-11-14,79.4432,114.487,147.575,23.29,1.495
2019-11-13,79.0269,114.805,147.105,23.074,1.485
2019-11-12,78.4449,113.06,146.457,23.3287,1.48
2019-11-11,77.2206,112.98,146.247,23.006,1.505
2019-11-08,76.6011,113.338,146.626,22.476,1.5225
2019-11-07,76.771,114.071,146.686,22.3693,1.555
2019-11-06,77.7448,113.397,146.247,21.772,1.5225
2019-11-05,76.716,112.802,145.807,21.148,1.4775
2019-11-04,77.1636,111.551,146.636,21.1647,1.4625
2019-11-01,77.951,111.591,146.037,20.8873,1.46
2019-10-31,79.2155,111.265,142.752,20.9947,1.36
2019-10-30,78.8679,112.068,143.41,21.0007,1.4325
2019-10-29,78.813,111.165,142.342,21.0813,1.4525
2019-10-28,78.3162,113.148,141.414,21.8473,1.5475
2019-10-25,78.11,112.98,139.836,21.8753,1.5875
2019-10-24,77.9236,113.04,137.819,19.9787,1.605
2019-10-23,77.5121,113.248,138.129,16.9787,1.6075
2019-10-22,78.1847,113.476,137.779,17.0387,1.5975
2019-10-21,79.9557,113.625,138.877,16.9,1.4825
2019-10-18,80.5919,113.07,139.636,17.13,1.485
2019-10-17,80.8363,113.704,140.395,17.4647,1.5075
2019-10-16,81.229,113.318,138.767,17.3167,1.47
2019-10-15,80.9865,113.426,140.575,17.1927,1.4025
2019-10-14,81.1455,113.1,140.435,17.1307,1.395
2019-10-11,80.9012,114.081,140.785,16.526,1.3425
2019-10-10,80.528,113.506,139.756,16.316,1.2625
2019-10-09,80.4249,112.871,139.467,16.302,1.2475
2019-10-08,79.5443,111.551,136.711,16.0033,1.3075
2019-10-07,80.4249,111.245,139.487,15.848,1.3725
2019-10-04,80.4898,112.127,140.375,15.4287,1.3875
2019-10-03,79.3185,110.391,138.977,15.5353,1.355
2019-10-02,78.9925,110.203,136.411,16.2087,1.33
2019-10-01,81.0424,111.819,138.478,16.3127,1.395
2019-09-30,82.8322,112.633,140.605,16.058,1.38
2019-09-27,82.785,112.415,139.656,16.142,1.335
2019-09-26,84.1251,112.266,141.863,16.1707,1.32
2019-09-25,84.6406,112.434,144.369,15.2467,1.3
2019-09-24,84.2381,112.365,141.992,14.8807,1.2525
2019-09-23,85.0725,111.591,142.652,16.082,1.255
2019-09-20,84.3775,111.007,141.843,16.0413,1.175
2019-09-19,85.7734,111.135,142.082,16.44,1.11
2019-09-18,85.2119,111.175,140.106,16.2327,1.15
2019-09-17,85.0155,110.57,142.052,16.3193,1.0825
2019-09-16,83.7678,109.668,140.914,16.1873,1.0875
2019-09-13,84.7614,111.423,142.942,16.3467,1.1025
2019-09-12,86.2428,110.947,144.819,16.3913,1.145
2019-09-11,85.2306,110.104,143.45,16.4733,1.1475
2019-09-10,84.6406,110.134,139.846,15.7027,1.2725
2019-09-09,88.2092,110.411,144.18,15.4527,1.19
2019-09-06,89.6895,108.864,148.413,15.1633,1.0775
2019-09-05,89.5217,109.538,148.733,15.3053,1.0575
2019-09-04,90.0363,110.004,146.656,14.712,0.995
2019-09-03,90.6537,108.784,143.6,15.0007,0.9525
2019-08-30,90.4583,108.417,144.19,15.0407,0.9925
2019-08-29,91.5245,108.249,145.867,14.7807,1.0575
2019-08-28,90.9365,106.969,144.919,14.3727,0.97
2019-08-27,90.0166,106.682,144.998,14.272,0.925
2019-08-26,90.4015,106.264,144.08,14.3333,0.955
2019-08-23,88.7157,105.174,142.082,14.0933,0.9125
2019-08-22,90.3915,106.186,144.589,14.81,0.9675
2019-08-21,90.2325,106.294,144.659,14.722,0.885
2019-08-20,89.5855,106.324,143.85,15.0573,0.855
2019-08-19,90.5516,108.001,144.509,15.122,0.845
2019-08-16,90.42,107.227,143.79,14.6627,0.83
2019-08-15,89.4923,106.939,141.644,14.376,0.8025
2019-08-14,88.9219,100.779,141.124,14.6413,0.83
2019-08-13,90.5222,101.93,143.8,15.6667,0.8675
2019-08-12,88.9131,99.8376,141.064,15.2673,0.87625
2019-08-09,90.2138,101.801,142.672,15.6673,0.8975
2019-08-08,90.1854,102.982,141.843,15.8867,0.9725
2019-08-07,89.2007,102.168,138.448,15.5613,0.9525
2019-08-06,88.9768,101.295,137.22,15.3833,0.9525
2019-08-05,87.4463,99.9163,132.477,15.2213,0.9275
2019-08-02,89.1369,103.299,134.384,15.6227,0.945
2019-08-01,89.0132,103.279,136.091,15.59,0.96
2019-07-31,88.3701,104.231,136.081,16.1073,1.005
2019-07-30,90.2001,105.818,136.291,16.1507,1.0075
2019-07-29,91.4784,106.026,137.17,15.718,1.03
2019-07-26,92.4955,106.731,135.722,15.2027,1.0025
2019-07-25,84.9065,105.977,131.718,15.2547,0.995
2019-07-24,84.6013,105.759,121.213,17.6587,1.02
2019-07-23,84.0967,105.848,122.192,17.3447,1.0225
2019-07-22,84.8526,106.532,121.792,17.0453,1.035
2019-07-19,84.2744,107.555,120.215,17.212,1.08
2019-07-18,85.3926,108.328,120.863,16.9027,1.05
2019-07-17,84.2272,108.219,120.703,16.9907,1.095
2019-07-16,84.0701,108.367,122.002,16.8253,1.1575
2019-07-15,84.1418,108.576,123.15,16.9,1.1875
2019-07-12,83.7776,108.219,123.2,16.3387,1.2275
2019-07-11,83.1258,107.574,123.26,15.9067,1.21
2019-07-10,82.4817,106.692,122.611,15.928,1.295
2019-07-09,81.4096,106.592,122.831,15.3373,1.3275
2019-07-08,81.606,106.434,121.673,15.356,1.3625
2019-07-05,81.9319,105.739,122.771,15.54,1.38
2019-07-03,81.9319,106.046,122.691,15.66,1.3275
2019-07-02,79.8036,105.372,122.351,14.97,1.345
2019-07-01,78.9072,104.469,123.5,15.1447,1.34
2019-06-28,78.2367,104.341,123.919,14.8973,1.3675
2019-06-27,77.9833,103.954,122.351,14.856,1.385
2019-06-26,77.8145,104.013,120.525,14.618,1.3675
2019-06-25,78.6283,104.559,121.383,14.6507,1.3625
2019-06-24,78.0667,105.055,120.983,14.9093,1.3425
2019-06-21,78.2268,104.945,120.833,14.7907,1.355
2019-06-20,79.0368,104.172,121.013,14.6413,1.3825
2019-06-19,78.2181,103.507,120.634,15.0953,1.4075
2019-06-18,77.3855,103.537,120.155,14.9827,1.4325
2019-06-17,77.4807,103.08,119.475,15.002,1.425
2019-06-14,78.6186,103.002,119.495,14.328,1.4075
2019-06-13,77.7889,102.594,120.693,14.2607,1.425
2019-06-12,77.3953,102.764,120.983,13.9507,1.375
2019-06-11,76.873,101.93,119.505,14.4733,1.43
2019-06-10,76.4627,101.523,118.777,14.192,1.36
2019-06-07,76.9751,100.144,118.128,13.6333,1.255
2019-06-06,75.9699,99.2619,116.92,13.73,1.2825
2019-06-05,74.6259,98.6062,116.28,13.106,1.26
2019-06-04,73.2818,96.8395,115.152,12.9067,1.955
2019-06-03,71.1328,96.2881,113.574,11.9313,1.8675
2019-05-31,70.9835,95.7881,113.474,12.344,1.895
2019-05-30,71.0867,96.5033,114.692,12.548,1.9
2019-05-29,70.2561,96.4369,114.223,12.6573,1.8925
2019-05-28,70.6469,96.7176,114.513,12.58,1.935
2019-05-24,71.0671,96.9467,115.142,12.7087,1.955
2019-05-23,71.3086,96.1919,114.912,13.0327,1.925
2019-05-22,72.095,96.543,117.039,12.8487,1.975
2019-05-21,72.3551,95.4827,117.359,13.672,2.0325
2019-05-20,71.5431,95.8655,116.28,13.6907,2.015
2019-05-17,73.6442,95.2426,115.262,14.0687,2.1525
2019-05-16,73.6352,95.6652,116.01,15.222,2.1675
2019-05-15,72.57,94.3152,115.252,15.4633,2.1725
2019-05-14,71.9192,94.705,115.172,15.4873,2.1325
2019-05-13,71.5608,94.325,116.39,15.134,2.065
2019-05-10,73.1856,96.2385,119.226,15.968,2.12
2019-05-09,72.7007,93.9958,119.266,16.132,2.13
2019-05-08,72.8411,94.2129,119.256,16.3227,2.1725
2019-05-07,72.4209,95.1493,120.205,16.4707,2.1925
2019-05-06,72.5151,96.2484,121.573,17.0227,2.2125
2019-05-03,72.5063,95.8853,121.643,17.002,2.2425
2019-05-02,71.9653,95.0134,120.644,16.2733,2.1925
2019-05-01,72.0124,95.2059,119.406,15.6007,2.1275
2019-04-30,72.1607,96.6114,122.561,15.9127,2.1625
2019-04-29,71.448,95.3983,121.103,16.098,2.19
2019-04-26,71.9476,95.3696,122.451,15.676,2.2225
2019-04-25,71.6315,97.2383,121.053,16.5047,2.2375
2019-04-24,70.9631,97.2483,114.064,17.244,2.2525
2019-04-23,70.5899,96.8148,114.054,17.5933,2.2225
2019-04-22,70.0431,96.1621,111.068,17.5167,2.1625
2019-04-18,70.6556,96.9071,110.429,18.2173,2.1925
2019-04-17,69.7829,96.8882,110.549,18.082,2.235
2019-04-16,70.3209,96.6988,112.765,18.224,2.27
2019-04-15,70.75,96.2187,115.602,17.7587,2.235
2019-04-12,71.2055,95.3983,114.473,17.8467,2.33
2019-04-11,70.4809,94.6852,113.255,17.8947,2.44
2019-04-10,70.1167,93.5563,113.275,18.404,2.4925
2019-04-09,69.7829,92.6992,111.707,18.154,2.455
2019-04-08,69.8575,93.2061,111.877,18.2133,2.485
2019-04-05,69.7004,92.8322,111.627,18.3307,2.465
2019-04-04,69.0673,92.1547,110.629,17.852,2.5075
2019-04-03,69.0476,91.2888,110.569,19.454,2.4075
2019-04-02,68.9946,91.0566,110.039,19.0587,2.525
2019-04-01,68.7049,91.8819,110.549,19.2787,2.5925
2019-03-29,69.0574,91.6102,108.981,18.6573,2.54
2019-03-28,68.7049,91.2372,106.364,18.5747,2.5475
2019-03-27,67.5721,91.3086,105.127,18.322,2.5725
2019-03-26,67.7763,92.3531,104.308,17.8513,2.5875
2019-03-25,67.1626,92.2103,103.779,17.3613,2.535
2019-03-22,66.8485,92.3164,102.511,17.6353,2.6125
2019-03-21,67.1253,93.0474,105.616,18.268,2.6375
2019-03-20,66.5403,92.6527,103.909,18.24,2.625
